Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"BREWER, Mr Harry",1882,1912,30,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-harry-brewer.html
"HARRIS, Mr Charles William",1893,1912,19,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-william-harris.html
"VöGELIN-DUBACH, Sig. Johannes",1876,1912,35,Male,Restaurant Staff,,,,Southampton,Coffee Man,LOST,,,Swiss,https://www.encyclopedia-titanica.org/titanic-victim/johannes-voegelin-dubach.html
"MELLOR, Mr Arthur",1878,1912,34,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,,https://www.encyclopedia-titanica.org/titanic-victim/arthur-mellor.html
"BARLOW, Mr Charles Henry",1881,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-barlow.html
"PRIDEAUX, Mr John Arthur (Jack)",1888,1912,23,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-jack-arthur-prideaux.html
"EVANS, Mr Alfred Frank",1887,1964,25,Male,Deck Crew,,,,Southampton,Lookout,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-frank-evans.html
"POGGI, Sig. Emilio",1883,1912,28,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,301,Italian,https://www.encyclopedia-titanica.org/titanic-victim/emilio-poggi.html
"ROWE, Mr George Thomas",1881,1974,31,Male,Deck Crew,,,,Belfast,Quartermaster,SAVED,C,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-thomas-rowe.html
"MCBARTY, Mr Thomas",,,,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-mcbarty.html
"SESIA, Sig. Giacomo",1888,1912,24,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/giacomo-sesia.html
"CASEY, Mr Thomas",1867,1912,44,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/t-casey.html
"MCMICKEN, Mr Benjamin Tucker",1891,1912,21,Male,Victualling Crew,,,,Belfast,Second Pantry Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/benjamin-tucker-mcmicken.html
"RANGER, Mr Thomas",1882,1964,29,Male,Engineering Crew,,,,Southampton,Greaser,SAVED,4,,English,https://www.encyclopedia-titanica.org/titanic-survivor/thomas-ranger.html
"BENNETT, Mr George Alfred",1881,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-alfred-bennett.html
"CARR, Mr Richard Stephen",1884,1912,27,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/richard-stephen-carr.html
"RICE, Mr Charles John",1880,1949,32,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,10,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-rice.html
"HARMES, Mr Robert",1881,1958,30,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-harmes.html
"HUNT, Mr Albert Sylvanus",1889,1949,23,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,C,,English,https://www.encyclopedia-titanica.org/titanic-survivor/albert-hunt.html
"HINTON, Mr Stephen William",1881,1912,30,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,85,English,https://www.encyclopedia-titanica.org/titanic-victim/stephen-william-hinton.html
"FIORAVANTE, Sig. Giuseppe Bertoldo",1888,1912,23,Male,Restaurant Staff,,,,Southampton,Assistant Scullion,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/giuseppe-bertoldo-fioravante.html
"VEAR, Mr William",1878,1912,34,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,59,English,https://www.encyclopedia-titanica.org/titanic-victim/william-vear.html
"SLOAN, Mr Thomas",,,,Male,Deck Crew,,,,Belfast,Boatswain,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-sloan.html
"BAZZI, Sig. Narciso",1878,1912,33,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Swiss,https://www.encyclopedia-titanica.org/titanic-victim/narciso-bazzi.html
"PATTON, Mr Matthew",1886,1948,26,Male,Engineering Crew,,,,Belfast,Trimmer,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/matthew-patton.html
"BAINES, Mr Richard",1854,1912,58,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/richard-baines.html
"SHEATH, Mr Frederick",1892,1934,20,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,1,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frederick-sheath.html
"WARD, Mr Percy Thomas",1872,1912,40,Male,Victualling Crew,,,,Belfast,Bedroom Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/percy-thomas-ward.html
"GUMERY, Mr George",1887,1912,24,Male,Engineering Crew,,,,Southampton,Mess Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-gumery.html
"GEDDES, Mr Richard Charles",1880,1912,32,Male,Victualling Crew,,,,Southampton,Bed Room Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/richard-charles-geddes.html
"KILFORD, Mr P.",1883,,29,Male,Victualling Crew Left Ship Sick,,,,Southampton,First Class Steward,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/kilford.html
"ELLIOTT, Mr Everett Edward",1888,1912,23,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,317,English,https://www.encyclopedia-titanica.org/titanic-victim/everett-edward-elliott.html
"CROSS, Mr William Alfred",1868,1912,44,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-cross.html
"PERACCHIO, Sig. Alberto",1892,1912,20,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/alberto-peracchio.html
"HARRIS, Mr Amos",1888,1912,24,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/amos-harris.html
"MCERLEAN, Mr John",1860,1915,51,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-mcerlean.html
"SIMPSON, Dr John Edward",1875,1912,37,Male,Deck Crew,,,,Southampton,Assistant Surgeon,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/john-edward-simpson.html
"HYLAND, Mr Leo James",1893,1974,19,Male,Victualling Crew,,,,Southampton,Steward (3rd Class),SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/leo-james-hyland.html
"CALDERWOOD, Mr Hugh",1879,1912,33,Male,Engineering Crew,,,,Belfast,Trimmer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/hugh-calderwood.html
"PITFIELD, Mr William James",1886,1912,25,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-james-pitfield.html
"MüLLER, Mr Ludwig",1875,1912,37,Male,Victualling Crew,,,,Southampton,Interpreter Steward (3rd Class),LOST,,,German,https://www.encyclopedia-titanica.org/titanic-victim/l-muller.html
"BOYD, Mr John",1875,1912,37,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-boyd.html
"MCKAY, Mr Charles Donald",1882,1956,30,Male,Victualling Crew,,,,Belfast,Saloon Steward,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-donald-mckay.html
"DOLBY, Mr Joseph",1873,1912,38,Male,Victualling Crew,,,,Belfast,Reception Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-dolby.html
"SAUNDERS, Mr Walter Ernest",1886,1912,25,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,184,English,https://www.encyclopedia-titanica.org/titanic-victim/walter-ernest-saunders.html
"JONES, Mr Victor Reginald",1891,1912,20,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/reginald-jones.html
"COUTIN, Mr Auguste Louis",1884,1912,28,Male,Restaurant Staff,,,,Southampton,Entrée Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/auguste-louis-coutin.html
"GIBSON, Mr Thomas",1892,,20,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-gibson.html
"VALVASSORI, Sig. Ettore Luigi",1876,1912,35,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,"Italian, English",https://www.encyclopedia-titanica.org/titanic-victim/ettore-luigi-valvassori.html
"MCGROGAN, Mr John",1861,1933,51,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-mcgrogan.html
"MCILROY, Mr Robert David",1887,,24,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-mcilroy.html
"HEINEN, Mr Joseph Dominichus",1882,1912,30,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,"German, English",https://www.encyclopedia-titanica.org/titanic-victim/joseph-heinen.html
"WEBBER, Mr Francis Albert",1881,1912,30,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/francis-albert-webber.html
"MCMULLAN, Mr William",1872,,40,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-mcmullan.html
"MATHERS, Mr John",1887,1945,24,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-mathers.html
"WHITE, Mr Alfred",1880,1922,32,Male,Engineering Crew,,,,Southampton,Greaser,SAVED,4,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-white.html
"HAWKESWORTH, Mr James",1860,1912,52,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-hawkesworth.html
"SHEA, Mr Thomas",1880,1912,32,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-shea.html
"BOYES, Mr John Henry",1875,1912,36,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-henry-boyes.html
"CURTIS, Mr Arthur",1885,1912,26,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-curtis.html
"FAULKNER, Mr William Stephen",1875,1949,37,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-stephen-faulkner.html
"HOPGOOD, Mr Roland John C.",1882,1912,29,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/roland-hopgood.html
"MCCARTNEY, Mr John",1863,,49,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-mccartney.html
"BOUGHTON, Mr Bernard John",1887,1912,24,Male,Victualling Crew,,,,Southampton,First class saloon steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/b-boughton.html
"PRYCE, Mr Charles William",1889,1912,22,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-william-pryce.html
"HICHENS, Mr Robert",1882,1940,29,Male,Deck Crew,,,,Southampton,Quartermaster,SAVED,6,,English,https://www.encyclopedia-titanica.org/titanic-survivor/robert-hichens.html
"SMITH, Captain Edward John",1850,1912,62,Male,Deck Crew Titanic Officers,,,,Southampton,Master,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-john-smith.html
"RYAN, Mr Thomas",1884,1912,28,Male,Victualling Crew,,,,Southampton,Steward,LOST,,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-victim/tom-ryan.html
"BOWKER, Miss Ruth Harwood",1880,1956,31,Female,Restaurant Staff,,,,Southampton,Cashier,SAVED,6,,English,https://www.encyclopedia-titanica.org/titanic-survivor/ruth-bowker.html
"JOSEPH, Mr Kirkpatrick",1875,,37,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/kirkpatrick-joseph.html
"CASTLEMAN, Mr Edward",1874,1912,37,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-castleman.html
"BROOKMAN, Mr John Cress",1884,1912,28,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-brookman.html
"SWAN, Mr William",1864,1912,48,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/w-swan.html
"ROUS, Mr Arthur John",1886,1912,26,Male,Engineering Crew,,,,Belfast,Plumber,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-rous.html
"HOWELL, Mr Arthur Albert",1880,1912,31,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,319,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-albert-howell.html
"PRIEST, Mr Arthur John",1887,1937,24,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/arthur-john-priest.html
"MCLAREN, Mrs Hypatia",1869,1959,42,Female,Victualling Crew,,,,Southampton,Stewardess,SAVED,5,,English,https://www.encyclopedia-titanica.org/titanic-survivor/mclaren.html
"TAYLOR, Mr Leonard",1893,1912,19,Male,Victualling Crew,,,,Southampton,Turkish Bath Attendant,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/leonard-taylor.html
"VEAR, Mr Henry",1879,1912,33,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-vear.html
"HOLLOWAY, Mr Sidney",1888,1912,24,Male,Victualling Crew,,,,Southampton,Assistant clothes presser steward,LOST,,273,English,https://www.encyclopedia-titanica.org/titanic-victim/sidney-holloway.html
"DUNLOP, Mr Joseph",1865,,47,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-dunlop.html
"MOSS, Mr William",1876,1912,35,Male,Victualling Crew,,,,Belfast,1st Class Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-moss.html
"BLAIR, Mr David",1874,1955,37,Male,Deck Crew Titanic Officers,,,,Belfast,Second Officer,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/david-blair.html
"CRUMPLIN, Mr Charles George Chandler",1877,1912,35,Male,Victualling Crew,,,,Belfast,Bed Room Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-crumplin.html
"FORD, Mr H.",1890,1912,22,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-ford.html
"BLADES, Mr Frederick Charles",1895,1912,17,Male,Victualling Crew,,,,Southampton,Lift Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-allen.html
"SAVAGE, Mr Charles James",1888,1957,23,Male,Victualling Crew,,,,Southampton,Steward,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-savage.html
"THALER, Mr Montague Donald",1894,1912,17,Male,Victualling Crew,,,,Southampton,Steward (3rd Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/montague-donald-thaler.html
"THOMAS, Mr William",1861,,51,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-thomas.html
"TURNER, Mr Leopold Olerenshaw",1884,1912,28,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,23,English,https://www.encyclopedia-titanica.org/titanic-victim/l-turner.html
"BLAKE, Mr Thomas Henry",1875,1912,36,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-blake.html
"ROBERTS, Mr Frank John",1875,1912,36,Male,Victualling Crew,,,,Belfast,Third Butcher,LOST,,231,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-frank-roberts.html
"HUNT, Mr Tom",1884,1912,27,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/tom-hunt.html
"MCGOUGH, Mr George Francis 'Paddy'",1875,1940,36,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/george-francis-mcgough.html
"HARRIS, Mr Edward Matthew",1895,1912,17,Male,Victualling Crew,,,,Southampton,Assistant Pantryman Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/pantry-steward-edward-harris.html
"OLLIVER, Mr Alfred John",1884,1934,27,Male,Deck Crew,,,,Belfast,Quartermaster,SAVED,5,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-olliver.html
"BOTT, Mr William Thomas",1866,1912,46,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-bott.html
"SWARBRICK, Mr William John",1888,1968,23,Male,Engineering Crew,,,,Belfast,Fireman,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/william-swarbrick.html
"PENNEY, Mr Alfred",1884,,28,Male,Engineering Crew Deserted,,,,Southampton,Trimmer,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/penney.html
"BOLHUIS, Mr Hendrik",1884,1912,27,Male,Restaurant Staff,,,,Southampton,Larder Cook,LOST,,,Dutch,https://www.encyclopedia-titanica.org/titanic-victim/hendrik-bolhuis.html
"BROWN, Mr Edward",1878,1926,34,Male,Victualling Crew,,,,Belfast,Saloon Steward,SAVED,,,Welsh,https://www.encyclopedia-titanica.org/titanic-survivor/edward-brown.html
"LAVINGTON, Miss Elizabeth",1872,1949,40,Female,Victualling Crew,,,,Southampton,Stewardess,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/bessie-lavington.html
"KIRKHAM, Mr James",1868,1912,43,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-kirkham.html
"ABRAMS, Mr William Thomas",1878,1912,34,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-thomas-abrams.html
"LOVELL, Mr John",1875,1912,37,Male,Victualling Crew,,,,Southampton,Grill Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-lovell.html
"CROSBIE, Mr John Borthwick",1867,1912,45,Male,Victualling Crew,,,,Southampton,Turkish Bath Attendant,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-borthwick-crosbie.html
"CARTER, Mr F.",1885,,27,Male,Engineering Crew Failed to Join Ship,,,,Southampton,Trimmer,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/f-carter.html
"HUMPHREYS, Mr Humphrey",1880,1912,31,Male,Victualling Crew,,,,Southampton,"Assistant Saloon Steward, 2nd Class",LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/humphrey-humphreys.html
"SMITH, Miss Kate Elizabeth",1867,,44,Female,Victualling Crew,,,,Southampton,Stewardess,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/kate-elizabeth-smith.html
"BAXTER, Mr Harry Ross",1858,1912,53,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-ross-baxter.html
"WITTER, Mr James William Cheetham",1880,1961,31,Male,Victualling Crew,,,,Southampton,Smoke Room Steward (2nd Class),SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/james-william-cheetham-witter.html
"WHINNERY, Mr Hugh",1869,1942,42,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/hugh-whinnery.html
"ROGERS, Mr Michael Joseph",1885,1912,26,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/michael-rogers.html
"BAIN, Mr David",1859,,52,Male,Engineering Crew,,,,Belfast,Fireman,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/david-bain.html
"TAYLOR, Mr George",1888,1931,23,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,1,,English,https://www.encyclopedia-titanica.org/titanic-survivor/james-taylor.html
"LYDIATT, Mr Charles",1867,1912,45,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-lydiatt.html
"SHIERS, Mr Alfred Charles",1886,1946,25,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-charles-shiers.html
"DEBREUCQ, Mr Maurice Emile Victor",1894,1912,18,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,244,French,https://www.encyclopedia-titanica.org/titanic-victim/maurice-emile-victor-debreucq.html
"HARRIS, Mr Joseph",1880,1950,32,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-harris.html
"DAVIES, Mr Thomas",1879,1912,33,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-davies.html
"MOORE, Mr Alfred Ernest",1873,1912,38,Male,Victualling Crew,,,,Southampton,"Saloon Steward, 2nd Class",LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-ernest-moore.html
"MCGILL, Mr Thomas",1883,,29,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-mcgill.html
"O'CONNOR, Mr John",1882,1933,29,Male,Engineering Crew Substitute Crew,,,,Southampton,Trimmer,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/john-oconnor.html
"STANBROOK, Mr  Augustus George",1881,1912,31,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,316,English,https://www.encyclopedia-titanica.org/titanic-victim/augustus-stanbrook.html
"MANTLE, Mr Roland Frederick",1871,1912,40,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/roland-frederick-mantle.html
"KERR, Mr Thomas Russell",1885,1912,26,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-kerr.html
"TAGGART, Mr William",1887,,24,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-taggart.html
"EDWARDS, Mr Charles Essex",1862,1912,49,Male,Victualling Crew,,,,Southampton,Assistant Pantryman Steward (1st Class),LOST,,,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/charles-essex-edwards.html
"MAXWELL, Mr William",1873,,39,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-maxwell.html
"MATTMANN, Sig. Adolf",1891,1912,20,Male,Restaurant Staff,,,,Southampton,Ice Man,LOST,,,Swiss,https://www.encyclopedia-titanica.org/titanic-victim/adolf-mattmann.html
"NEWMAN, Mr Charles Thomas",1879,1912,32,Male,Engineering Crew,,,,Southampton,Assistant Storekeeper,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-thomas-newman.html
"MASON, Mr Frank Archibald Robert",1880,1953,32,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frank-archibald-robert-mason.html
"TOSHACK, Mr James Adamson",1881,1912,30,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/james-adamson-toshack.html
"LINDSAY, Mr William Charles",1881,1960,30,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-charles-lindsay.html
"MURDOCK, Mr William John",1874,1941,37,Male,Engineering Crew,,,,Belfast,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-biography/william-murdock.html
"COUCH, Mr Joseph Henry",1862,1912,49,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-henry-couch.html
"SLIGHT, Mr Harry John",1878,1912,33,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-john-slight.html
"HEDDLES, Mr William",1867,1940,44,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-hedley.html
"ROBERTS, Mr Hugh H.",1871,1912,41,Male,Victualling Crew,,,,Belfast,Bed Room Steward,LOST,,93,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/hugh-roberts.html
"HUMPHREYS, Mr Sidney",1859,1919,52,Male,Deck Crew,,,,Southampton,Quartermaster,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/sidney-humphreys.html
"TAYLOR, Mr William Henry",1883,1914,28,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-henry-taylor.html
"BEEDEM, Mr George Arthur",1877,1912,35,Male,Victualling Crew,,,,Southampton,2nd Class Bedroom Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-arthur-beedem.html
"KINSELLA, Mr Louis",1881,1912,30,Male,Engineering Crew Substitute Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/louis-kinsella.html
"BOGIE, Mr Norman Leslie",1853,1912,59,Male,Victualling Crew,,,,Southampton,2nd Class Bedroom Steward,LOST,,274,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/norman-leslie-bogie.html
"GIBBONS, Mr Jacob William",1875,1965,36,Male,Victualling Crew,,,,Southampton,Second Class Steward,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/jacob-william-gibbons.html
"VIGOTT, Mr Philip Francis",1879,1941,32,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,13,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-survivor/philip-francis-vigott.html
"HOPKINS, Mr Robert John",1868,1943,43,Male,Deck Crew,,,,Belfast,Able Seaman,SAVED,13,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/robert-john-hopkins.html
"MCDONALD, Mr Daniel",1884,1915,28,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/daniel-mcdonald.html
